MinistryName,MinisterName,EventDate,EventTitle,EventLocation,EventParticipants
Ministério da Economia,Paulo Guedes,2020-01-27 16:30,"Reunião semanal com o secretário especial de Desburocratização, Gestão e Governo Digital, Paulo Uebel",Local: Ministério da Economia - Bloco P,"['Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Marcelo Guaranys - Secretário Executivo ', 'Wagner Lenhart - Secretário de Gestão e Desempenho de Pessoal', 'Gleisson Rubin - Secretário Especial de Desburocratização', 'Gestão e Governo Digital Adjunto', 'Cristiano Heckert -Secretário de Gestão', 'Ciro Pitangueira  - Secretário de Governo Digital', 'Adjunto ', 'Geanluca Lorenzon - Diretor de Programa ', 'José Ziebarth  - Diretor de Programa ', 'Marcelo de Lima e Souza - Diretor de Programa da SE ', 'Erika Melissa Nassar - Diretora de Programa da SE', '']"
Ministério da Economia,Paulo Guedes,2020-01-27 17:30,"Reunião semanal com o secretário especial de Fazenda, Waldery Rodrigues",Local: Ministério da Economia - Bloco P,"['Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos', 'Jeferson Bittencourt  - Secretário Especial da Fazenda Adjunto', 'Rafaelo  Abritta - Assessor do Ministro', 'Caio Megale - Diretor de Programa ', 'Adolfo Sachsida - Secretário de Política Econômica ', 'Mansueto Almeida  - Secretário Adjunto do Tesouro Nacional ', 'Aumara Feu - Subsecretária da Subsecretaria de Avaliação de Gastos Diretos ', 'Bruno Funchal - Diretor de Programa da Secretaria Especial de Fazenda do Ministério da Economia', 'Geraldo Julião  - Secretário de Orçamento Federal - SOF', 'Gustavo Guimarães  - Diretor de Programa ', 'Gustavo Lobo - Diretor de Programa da SE ', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Filipe Aguiar - Assessor Especial da Fazenda', '']"
Ministério da Economia,Paulo Guedes,2020-01-23 09:30,Mesa Redonda “Informal Gathering of World Economic Leaders (IGWEL): Keeping Pace – Technology Governance at a Crossroads”,Local: Congress Centre - Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-23 11:15,"Reunião com o presidente executivo do Grupo Naturgy, Francisco Reynés",Local: Congress Centre - Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-23 12:15,Almoço do Washington Post/Foreign Policy,Local: Hotel Seehof - Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-23 14:30,Mesa Redonda “Informal Gathering of World Economic Leaders (IGWEL): Finding Resilience in a Global Economy with Rules”,Local: Congress Centre - Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-23 16:00,Painel “Challenging the Dominance of the Dollar”,Local: Congress Centre - Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-22 08:45,"Reunião com o chanceler do Erário do Reino Unido, Sajid Javid","Local: YPO Hub, Promenade 73B - Davos (Suíça)",N/A
Ministério da Economia,Paulo Guedes,2020-01-22 10:00,Evento do PPI/Apex com investidores,Local: Hotel Seehof - Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-22 11:00,"Reunião com a ministra de Comércio da República da Coreia, Myung Hee",Local: Congress Centre – Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-22 11:45,"Reunião com o presidente da UPS Internacional, Nando Cesarone",Local: Congress Centre – Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-22 14:30,Sessão “Country Strategy Dialogue on Brazil”,Local: Congress Centre – Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-22 16:00,"Reunião com o Comissário de Comércio da União Europeia, Phil Hogan",Local: Kongress Hotel – Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-22 17:15,"Reunião com o CEO global da Uber, Dara Khosrowshahi",Local: Congress Centre – Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-22 17:45,"Reunião com o presidente e CEO da Apple, Tim Cook",Local: Congress Centre – Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-22 20:00,Jantar “Reforming for Growth and Inclusion”,Local: Arabella Hotel Waldhuus - Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 09:00,Reunião com o professor Klaus Schwab,Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 09:30,"Painel  ""Shaping the Future of Advanced Manufacturing""",Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 10:30,"Reunião com o presidente do UBS Group, Axel Weber",Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 11:15,"Reunião com o presidente e CLO da Microsoft, Brad Smith",Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 12:45,Apresentação no Itaú Unibanco Private Lunch,Local: Steingenberger Hotel Belvédère  - Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 14:30,"Painel ""Strategic Outlook: Latin America""",Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 15:20,"Reunião com o ministro de Finanças, Ueli Maurer, e o ministro de Assuntos Econômicos e Educação da Suíça, Guy Parmelin",Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 16:00,"Reunião com o presidente e CEO do Canadian Pension Investment Board, Mark Machin",Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 16:30,"Reunião com o presidente da Visa, Ryan Mclnerney",Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 17:00,"Reunião com o CEO global da Arcelor Mittal, Lakshmi Mittal",Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 17:45,"Reunião com o presidente e CEO da Chevron Corporation, Mike Wirth",Local: Congress Centre de Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-21 19:30,Jantar oferecido pelo professor Klaus Shwab,"Local: Gardenhall, Morosani Schweizerhof - Davos (Suíça)",N/A
Ministério da Economia,Paulo Guedes,2020-01-20 19:00,Abertura do Fórum Econômico Mundial,Local: Davos (Suíça),N/A
Ministério da Economia,Paulo Guedes,2020-01-17 00:00,Em deslocamento para Davos (Suíça),N/A,N/A
Ministério da Economia,Paulo Guedes,2020-01-16 17:30,Participa da Reunião Especial de 2020 da Mont Pelerin Society,"Local: Stanford University - Palo Alto, Califórnia (EUA)",N/A
Ministério da Economia,Paulo Guedes,2020-01-15 10:00,"Reunião com o Ministro de Estado Chefe da Secretaria-Geral da Presidência da República, Jorge Oliveira","Local: Ministério da Economia, bloco P",N/A
Ministério da Economia,Paulo Guedes,2020-01-15 11:00,Audiência com o senador Marcio Bittar (MDB-AC),Local: Ministério da Economia – Bloco P,"['Daniella Marques – Assessora Especial de Assuntos Estratégicos do Ministro', 'Waldery Rodrigues – Secretário Especial de Fazenda', 'Gustavo Guimarães – Diretor de Programa SEFAZ', 'Bruno Funchal – Diretor de Programa da SEFAZ', 'Jeferson Bittencourt – Diretor de Programa SEFAZ', 'Felipe Oliveira – Chefe de Gabinete do Senador', 'Antonio Neto – Assessor Legislativo do Senador', 'Carlos Henrique Araújo – Consultor Legislativo', '']"
Ministério da Economia,Paulo Guedes,2020-01-15 14:30,"Reunião semanal com o secretário especial de Produtividade e Competitividade, Carlos Da Costa","Local: Ministério da Economia, Bloco P","['Marcelo Guaranys – Secretário-Executivo        ', 'Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos         ', 'Bruno Portela - Secretário Adjunto da Secretaria de Produtividade', 'Emprego e Competitividade Substituto    ', 'Gustavo Ene - Secretário de Desenvolvimento da Indústria', 'Comércio', 'Serviços e Inovação    ', 'Diogo Mac Cord - Secretário de Desenvolvimento e Infraestrutura  ', 'César Mattos - Secretário de Advocacia da Concorrência e Competitividade        ', 'Luiza Deusdará - Subsecretária de Supervisão e Estratégia   ', 'Fernando Holanda - Secretário de Políticas Públicas para Emprego ', 'Jorge Hargrave – Diretor de Programa   ', 'Kelvia Albuquerque - Diretora de Programa – SE       ', 'Marcelo Souza - Diretor de Programa- SE/ME   ', 'Caio Megale – Diretor de Programa       ', 'Claudio Evangelista de Carvalho - subsecretario de Competitividade e Melhorias ', 'Rafaello Abritta - Assessor Especial do Ministro ', 'Gustavo Sampaio de Arrochela Lobo - Diretor de Programa  ', 'Fabio Ono - Subsecretário de Planejamento da Infraestrutura Subnacional         ', 'Paulo Coelho Ávila - coordenação-Geral de Planejamento da Infraestrutura Subnacional', '']"
Ministério da Economia,Paulo Guedes,2020-01-15 15:30,"Reunião semanal com o secretário especial de Desestatização, Desinvestimento e Mercados, Salim Mattar (Cancelada)","Local: Ministério da Economia, Bloco P",N/A
Ministério da Economia,Paulo Guedes,2020-01-14 11:00,"Reunião semanal com Salim Mattar, secretário Especial de Desestatização, Desinvestimento e Mercados",Local: Ministério da Economia Bloco P,N/A
Ministério da Economia,Paulo Guedes,2020-01-14 14:00,"Reunião com Jair Bolsonaro, Presidente da República",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-01-14 16:00,"Reunião semanal com Waldery Rodrigues, secretário Especial de Fazenda",Local: Ministério da Economia Bloco P,"['Daniella Marques - assessora Especial de Assuntos Estratégicos', 'Jeferson Bittencourt - secretário Especial da Fazenda Adjunto', 'Esteves Colnago - chefe da Assessoria Especial de Relações Institucionais', 'Caio Megale - diretor de Programa', 'Adolfo Sachsida - secretário de Política Econômica', 'Mansueto Almeida - secretário Adjunto do Tesouro Nacional', 'Aumara Feu- subsecretária da Subsecretaria de Avaliação de Gastos Diretos', 'Bruno Funchal diretor de Programa da Secretaria Especial de Fazenda do Ministério da Economia', 'Geraldo Julião - secretário de Orçamento Federal - SOF', 'Gustavo Guimarães - diretor de Programa', 'Marcelo Siqueira - assessor Especial do Ministro', 'Filipe Aguiar - assessor Especial da Fazenda']"
Ministério da Economia,Paulo Guedes,2020-01-14 16:40,"Reunião com o presidente da Câmara dos Deputados, Rodrigo Maia ",Local: Ministério da Economia - Bloco P,N/A
Ministério da Economia,Paulo Guedes,2020-01-14 18:00,"Reunião semanal com Paulo Uebel, secretário Especial de Desburocratização, Gestão e Governo Digital",Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys – secretário Executivo', 'Wagner Lenhart - secretário de Gestão e Desempenho de Pessoal', 'Gleisson Rubin - secretário Especial Adjunto de Desburocratização', 'Gestão e Governo Digital', 'Cristiano Heckert - secretário de Gestão', 'Ciro Pitangueira - secretário de Governo Digital', 'Adjunto', 'Marcelo Siqueira - assessor Especial do Ministro', 'Erika Melissa Nassar - diretora de Programa–SE']"
Ministério da Economia,Paulo Guedes,2020-01-14 19:00,"Reunião semanal com Carlos Da Costa, Secretário Especial de Produtividade e Competitividade (Cancelada)",Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys - secretário Executivo', 'Daniella Marques - chefe da Assessoria Especial de Assuntos Estratégicos', 'Bruno Portela - secretário Adjunto da Secretaria de Produtividade', 'Emprego e Competitividade', 'Substituto   ', 'Gustavo Ene - secretário de Desenvolvimento da Indústria', 'Comércio', 'Serviços e Inovação    ', 'Diogo Mac Cord - secretário de Desenvolvimento e Infraestrutura ', 'César Mattos - secretário de Advocacia da Concorrência e Competitividade ', 'Luiza Deusdará - subsecretária de Supervisão e Estratégia  ', 'Fernando Holanda - secretário de Políticas Públicas para Emprego', 'Jorge Hargrave – diretor de Programa  ', 'Kelvia Albuquerque - diretora de Programa – SE       ', 'Marcelo Souza - diretor de Programa- SE/ME', 'Claudio Evangelista de Carvalho - subsecretario de Competitividade e Melhorias', 'Rafaello Abritta - assessor Especial do Ministro', 'Gustavo Sampaio de Arrochela Lobo - diretor de Programa ', 'Fabio Ono - subsecretário de Planejamento da Infraestrutura Subnacional      ', 'Paulo Coelho Ávila - coordenação-Geral de Planejamento da Infraestrutura Subnacional    ']"
Ministério da Economia,Paulo Guedes,2020-01-13 10:00,Reunião-Geral de Secretários do Ministério da Economia,Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys- Secretário-Executivo', 'Miguel Ragone - Secretário-executivo Adjunto', 'Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos', 'Cinara Lima - Chefe de Gabinete do Ministro da Economia', 'José Barroso Tostes Neto - Secretário da Receita Federal', 'Marcelo de Sousa Silva - Secretário da Receita Federal adjunto', 'José Levi - Procurador-Geral da Fazenda Nacional', 'Ricardo Soriano - Procurador-Geral da Fazenda Adjunto', 'Ana Paula Bittencourt - Subprocuradora-Geral da Fazenda Nacional', 'Waldery Rodrigues - Secretário Especial de Fazenda', 'Jeferson Bittencourt - Secretário Especial de Fazenda Adjunto', 'Adolfo Sachsida - Secretário de Política Econômica', 'Mansueto Almeida - Secretário do Tesouro Nacional', 'Carlos Da Costa - Secretário Especial de Produtividade e Competitividade', 'Bruno Portela - Secretário Especial de Produtividade e Competitividade - Adjunto', 'Marcos Troyjo - Secretário Especial do Comércio Exterior e Assuntos Internacionais', 'Yana Dumaresq – Secretário Especial do Comércio Exterior e Assuntos Internacionais Adjunto', 'Paulo Uebel - Secretário Especial de Desburocratização', 'Gestão e Governo Digital', 'Gleisson Rubin - Secretário Especial de Desburocratização', 'Gestão e Governo Digital Adjunto', 'Salim Mattar - Secretário Especial de Desestatização', 'Desinvestimento e Mercados', 'Idalício Silva - Secretário Especial de Desestatização', 'Desinvestimento e Mercados Adjunto', 'Rogério Marinho - Secretário Especial de Previdência e Trabalho', 'Bruno Bianco - Secretário Especial de Previdência e Trabalho Adjunto ', 'Marcelo Siqueira - Assessor Especial do Ministro', 'Bruno Travassos - Chefe da Assessoria  Especial  de Assuntos Parlamentares', 'Vitor Saback - Assessor Especial do Ministro', 'Aloísio Araújo - Assessor Especial do Ministro ', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Gabriela Valente - Chefe da Assessoria Especial de Comunicação Social']"
Ministério da Economia,Paulo Guedes,2020-01-13 12:00,Almoço com os Secretários Especiais,Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys - Secretário-Executivo', 'Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos', 'José Levi - Procurador-Geral da Fazenda Nacional', 'José Barroso Tostes Neto - Secretário Especial da Receita Federal', 'Waldery Rodrigues - Secretário Especial da Fazenda', 'Carlos Da Costa - Secretário Especial de Produtividade e Competitividade', 'Marcos Troyjo - Secretário Especial do Comércio Exterior e Assuntos Internacionais ', 'Paulo Uebel - Secretário Especial de Desburocratização', 'Gestão e Governo Digital ', 'Salim Mattar - Secretário Especial de Desestatização', 'Desinvestimento e Mercados', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Samuel Kinoshita - Assessor Especial do Ministro em SP']"
Ministério da Economia,Paulo Guedes,2020-01-13 14:00,"Reunião semanal com o secretário especial de Comércio Exterior e Assuntos Internacionais, Marcos Troyjo ",Local: Ministério da Economia – Bloco P,"['Yana Dumaresq - Secretária Especial de Assuntos Internacionais e Comércio Exterior Adjunta', 'Rodrigo Godinho  - Assessor para Assuntos Internacionais', 'Elisa Fraga - Assessora Internacional da SECINT']"
Ministério da Economia,Paulo Guedes,2020-01-13 15:00,"Reunião semanal com o secretário especial da Receita Federal, José Barroso Tostes Neto",Local: Ministério da Economia – Bloco P,"['Marcelo Guaranys – Secretário-Executivo', 'Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos', 'Vanessa Canado  - Assessora Especial para Assuntos Parlamentares ', 'Aloisio Araújo - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro', 'Isaías Coelho - FGV', 'Sandro de Vargas Serpa - Subsecretario da SUTRI/RFB', 'Jonathan José Formiga de Oliveira - Assessor do Gabinete da RFB', 'Claudemir Malaquias - Coordenador-Geral do Cetad', 'Marcelo de Souza - Diretor de Programa da SE']"
Ministério da Economia,Paulo Guedes,2020-01-13 17:00,"Reunião semanal com o secretário especial de Previdência e Trabalho, Rogério Marinho",Local: Ministério da Economia – Bloco P,"['Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Rogério Marinho - Secretário Especial de Previdência e Trabalho', 'Renato Vieira - Presidente do INSS', 'Bruno Bianco - Secretário Especial Adjunto de Previdência e Trabalho', 'Bruno Dalcolmo  - Secretário de Trabalho', 'Leonardo Rolim - Secretário de Previdência']"
Ministério da Economia,Paulo Guedes,2020-01-07 00:00,Em período de férias (02/01/2020 a 10/01/2020),N/A,"[' Pacheco dos Guaranys', 'Secretário Executivo do Ministério da Economia', '', 'Agenda disponível em: www.economia.gov.br/agendas/secretaria-executiva/gabinete/marcelo-pacheco-dos-guaranys/']"
